reviews,labels
product didn't work: i could not get the xm radio to modulate with my cars fm radio. i also have a delphi xm radio and have had no problems. i followed the directions to the letter.,negative
friendly persuasion: this is one great movie! gary cooper at his best! dorothy mcguire is charming and anthony perkins before being type-cast as a psycho is superb!if you like james stewart in shenandoah then friendly persuasion is for you. two great movies with similar themes.,positive
"terrible transfer: i remember back in the day when the devil was my holy grail. i could not wait to get a copy and when i did i was completely thrilled. i still have that vhs copy and, you know what, the quality is better than the source transfer that was used to make this dvd.apprehensive films should be ashamed of themselves for putting out such a trash transfer. if you can not do something right, do not do it at all. you have lost yourselves a customer there apprehensive.",negative
"completely useless in chicago but great in la: i should have paid attention to earlier reviews. i activated the subscription, set it to show any type of event and in 0 weeks driving routes around chicago metro it has sat there. the icon says it is apparently active and yet it has not shown a single warning. it has set routes down freeways the same radio station says are stationary and nothing. totally useless.took it to la, with the traffic kit as it does at least provide a good charging stand!!. guess what it was picking up alerts and acting on them within 0 minutes although the traffic status display was identical to what i see in chicago where it has never received anything.",negative
"adorable!: everyone fell in love with this costume. it was nice and warm for the rain and snow we had that night. the only problem i had with it was that the huge collar never wanted to stay up, so people had to ask what he was. as soon as i held it up, they knew exactly what he was supposed to be. i tried ironing it, but it didn't help. i think it was just layed down too long the wrong way in the package. other than that it was great. most people loved how original it was for such a small age. my son looked majorly snazzy in it! i almost wish the cape could come off so he could just wear the suit around because he looked so cute in it!",positive
"too much fluff: the songs are fun, but there's just too much going on with instruments and making the songs more 'lyrical' to be sung with music instead of the good old fashioned camp style.",negative
"i liked it: i liked the way the book didn't get bogged down in too much math. the capital budgeting chapters were clear, much more to the point than the textbooks i tried to read.",positive
"simple and works fine.: these are best suited for hanging as shown, rather than floors or flat surfaces (imho). mine worked well in my tests and is a bit louder than some. decent value for the price, i think. this design is a bit different than most others and well suited for hanging on a tub or basin (or whatever) to prevent overflow. can also be used for leak detection, but the wire is very stiff, so in some situations the simpler, ""just sit it down on the floor"" designs are easier to use. but this is better if you need to feed the ""detector"" into an enclosed area or pan.",positive
"most comfortable shoes ever: i purchased the boots for myself, but my daughter wears them around the house all the time. they're like wearing slippers. they're that comfortable. so now, my daughter wants a pair.",positive
"just a tad too messy.: i started reading this with a completly open mind to a new writer and a new style, but i really just could not get into this book. it felt rushed, dry and a little messy.the plot was moving along so fast i could not keep up with it. the characters weren't introduced well and i didn't really feel anything for them. the romance did not seem real to me and the sex scenes were about as dry as the characters themselves. the story bounced around so much i really just could not get myself sucked into it.overall i certainly did not care for this book, but in no way am i saying this to disrespect the writer. i have only the utmost respect for any author, no matter what i think about the book. and this in no way turns me off from reading one of her other books if one catches my eye.",negative
"yet another repackage of ""feak out"": this is just another repackage of the toronto 0000 concert which has been bootlegged and released without alice's involvement under dozens of titles. apparently, the ""science fiction"" title is an attempt to cash in on the other new release, brutal planet. buy this if you're a completist and don't have it under one of the other titles.you'd think that by now, the record companies would have excised those two songs by the uncredited opening band...",negative
"don't waste your money!!!: this polarizer is horrible! it causes severe blurring on every camera i've tried it on. it matters not whether it's used with auto focus or manually focused this polarizer simply ruins your photos. i am at my wits end with this thing and i've experimented endlessly with this polarizer and can't for the life of me get a decent, clear shot. this shouldn't be called a polarizer it should be called a bluririzer. i guess it's true you get what you pay for, but keep the money you'd spend on this clunker an apply it to a better filter.",negative
"should be the first of a new series!: i was surprised that this mystery-thriller was so well written. nikki hill has great promise as a continuing character, as do several others in the story. interesting plot and the da office setting could even be expanded.i'd like to know how much was written by darden & how much by lochte.",positive
"pleasant and recommended reading (but plot could be better): the elegant writing and the well-paced daily life of the main character in this book make for a pleasant, rewarding reading. the descriptions of places and people are very nice.it's good to learn that ron ely, after gracing our tvs in tarzan stories, produced a nice written work like this.i found the plot a bit weak, and it shows especially at the end. i would have given the book 0 and a half stars, if that was possible.",positive
"fantastic: i have followed collegium for a while and was a little daunted with their recent trend for bringing out 'contemporary' composers. i now believe this to be a fantastic idea, having listened to this disc - what a discovery o'regan is!well done collegium - i want to hear more!",positive
eliza: eliza dushku running through the woods in a shapely tank top. that alone is worth the purchase price. she is the only reason i bought jay and silent bob strike back.,positive
"trigger happy me!!!: i totally love the album. ""trigger happy jack"" and ""another world"" are the best songs. poe's sound is differenent from pj harevey, tori amos, and fiona apples, as they have been compared (i don't know why?). poe as a really pretty voice, and plays piano very well. this is a very good album, everyone should own it. if only she could get more radio play....",positive
don't waste your time!: i don't know what the point of this book was. it took 000 pages to develop the so called 'mystery.' i knew i should have stopped reading but all the reviews had said what a good writer this author was. i stuck with it and now regret doing so. this is a very simple book with a lot of things that need to happen in a cetain way and of course they do. the characters seem to be living in the 0000's even though this takes place in current time. they all are naive people. this is my second book by this author and i will not make the mistake of reading a third book! you shouldn't either.,negative
"it is so cool!: he has got a unique sound, that makes you feel like you are on cloud 0. makes you wanna tap your toe. so go out and buy ""the ego has landed"", it will be a great addition to your cd collection!",positive
"just as described...needs more description: i know that bike racks don't have instructions, but come on....we need at least some specifications....what bikes it fits, which ones it doesn't. btw ladies, it does not fit a small giant cypress!!! :( i liked it a lot though...on to bike rack #0",positive
"not so toddler-tough: my daughter got this for her 0nd birthday. within minutes, the cover of the drum was broken. she was not extra-rough with it. it is just very poorly-made. surprising for melissa & doug.",negative
"great camera!: i've had an olympus camera (0.0 mp, those were good ol' times), a sony cybershot (0.0 mp) and a canon powershot a000, but this one beats all of them and more.the screen is great, it takes great photos and the autofocus comes very handy (especially for us lazy guys who do not want to take manual pics).the only drawback this camera has, and this is a negative feature for all canon cameras (canon, can you hear me?), is that it doesn't show battery status but only when it is almost done with batteries. i guess you can live with that (i've had), but it would be nice to have a battery meter so i know what to expect.",positive
"all lids should be like this: it looks a little like a medieval torture device, but the little cones on the underside of the lid allow moisture to drop back into the pan. why doesn't everyone do this? plus the lids has two little tabs that fit over the pour spouts of the pan - perfect! nice tight fit. great for anything that needs to stew for awhile.",positive
"i would give it no stars, if that was an option: i am a lay person who reads a great deal of books about time and general/special relativity. unfortunately, i was duped into buying this book by the reviews on the back of the book and the snazzy <url>ever, the author simply rambles on and on and on, and never presents any scientific or mathematical proof that his theory is correct. this is quite simply the worst book on this subject that i have ever read. the ""end of time"" has reinforced my position that i will never again buy another book in a bookstore without first having read the reviews on <url>",negative
"major disappointment: i am such a big fan of christine feehan. discovered her early and wait impatiently for each new book. i think her dark series is sexy,taut,different and totally consuming. i enjoyed the scarletti curse almost as much. however, lair of the lion and now shadow game almost seem like they were written by somebody else.again, this was a major disappointment!",negative
"bad video: absolutely awful, a complete waste of money. i'm embarrassed that i spent my money on this. please, i beg you to save your money.",negative
"man, these are baaad: by bad, of course i mean good.these things are terrific. i've been using them a month. can do 00 straight push ups already. i am seeing improvement in my upper body. the motion you get with these are wide-ranging. i also appreciate that the handles are thicker and studier than other similar push up grips. but these are in a class of their own. get them and you'll be glad that you did.",positive
"feminist propaganda that goes nowhere: once again, too bad zero ratings aren't allowed.this movie is just another piece of feminist propaganda from the late 0000s that regurgitates the usual anti-male spiel and has nothing of any substance to offer. the fact that the ""heroine"" sort of wanders off the screen at the end is most telling. she has her ""individuality"" and that's about it. george harrison's song ""i me mine"" should have been playing in the background at that point.blecch.",negative
"hidden envy fuels the pen: christopher byron is a barely-contained little nut of rage whose transparent drive to make fun of or denigrate the powerful, seems his way of touching the hem of powerful, successful people. he appears to be in great need to vent his envy and impotence. worthless read.",negative
"terrible colorization: this version of the movie on vhs is not recommended for collectors. the movie is colorized, apparently by a kindergartener with crayons. blotches of pink and orange for faces and a torch which burns with green, orange, and yellow flames are evidence that the colorizing process was done in a haphazard manner with no concern for the quality of the job. the movie itself is quite good although i personnaly prefer the richard chamberlain version. 0 stars for a really bad print of a good movie.",negative
"altogether a great cd: while i think it's fair to say that orbital rarely disappoints, i find their latest effort excellent. within minutes oflistening to the the first few tracks i was hooked. the altogether will definitely be in my cd rotation for a while.from the perspective of orbital's past works, i find this cd better than middle of knowhere and nearly on par (andsoon to supersede?) in sides. if you've enjoyed orbital's past work, then you should enjoy this cd. for those ofyou who don't like orbital (which i believe is an acquired taste), you may begin to change your mind after hearingwhat they've done on the altogether.",positive
good...: this purchase i made for my daughter as caillou is her favorite character and she like this very much. worth buying...i recommend...,positive
nice earrings from amazon: i bought the earrings for my daughter who adored them. they were small but bright and looked great. we went to view the floats the night before the rose parade and a couple of her friends commented on them. she loves them.,positive
better than a diaper bag: i use this instead of a diaperbag. it holds more and i can organize things better so i don't have to dig around for what i need. the only complaint is that it seems like the fabric jansport uses doesn't seem as sturdy and thick as it used to be. we'll see how it holds up.,positive
nice gadget: overall i like this headphone and it serves it's purpose. the radio is pretty clear and the remote control is a neat feature. one bad thing is the cord from the the adapter to the remote control is too long. it is very hard to manage and gets tangle very easily.,positive
"has been recalled: we bought this computer in 0000 and have had nothing but problems with it one after the other. we recently took it in to best buy (thank god we bought the extended warranty) because the screen was malfunctioning. i got a call today that this laptop has been recalled. that's funny, when i was on the phone with toshiba support a few weeks ago they didn't mention the recall.",negative
great: my six year old got this for christmas. he loves it. it has really helped him with his fine motor skills. plus it is a lot of fun.,positive
"good story line and nice lesson for pre-schoolers!: good story line and nice lesson for pre-schoolers! can remind toddler of the situation, and how little foot and his friends handled it.",positive
the perfectly named film: this film is so much fun i didnt want it to end. amy adams is transcendent in her role as the princess to be giselle. she shouldve gotten an oscar for this performance. for me it is one of the most enjoyable and delightful performances ive seen in a long time.i had to practically be forced to watch this film since it seemed on the surface like a kids film i didnt want to see. i was wrong. it is a film for everyone. it is funny and touching and has scary moments and great singing and dancing and its a beautiful film to behold in every way.i loved this film.,positive
best of the best: this action packed movie is based on 0 episodes called 0. the third element 0. buyer beware 0. stormy weather this is a must see movie its a great video and it comes out on july 00.,positive
"truly gnarly: ""gnarl!"" is the companion volume to ""seek!"" and probably one of the best story collections i've ever read. featuring almost the entirety of rucker's professional short-story output, ""gnarl!"" includes hysterical and visionary pieces reminiscent of authors ranging from kurt vonnegut to bruce sterling (whose collaborative effort ""big jelly"" is featured here alongside gems co-written with marc laidlaw and paul de fillipo). as far as collections go, ""gnarl!"" is becomingly introspective, and can be read as a transrealist autobiography. rucker creates grim futures and funny scenarios that cover the spectrum of human emotion. pac-man addiction. religious fervor. microgravity sex. beatniks and hydrogen bombs. time warps and deranged aliens. ""gnarl!'s"" got it all. you can't come away from the experience unmoved.",positive
"great headphones. great value.: i think these have got to be the best headphones for the money out there. i've had mine about a year and an super pleased with them. from great sound, great comfort, i am very happy. i mainly got them to use on flights where i was sick of the engine noise breaking in to the music. i had been using some over ear headphones, but needed something smaller. much smaller. enter these sony's.i will concur with one review i read below - the rubber that houses the wires broke down on my and exposed the wires. annoying, for sure, but i'm just getting another pair. it took them a year and a half of daily use for this to happen, so i am not concerned.",positive
"yet another 0 stars!: been using this for many years now, still the best overallconditioner i have ever used. leave it on for 00 minutes if youcan (per directions from years ago) for therapeutic results on hairand scalp. only downside is it will take toll on coloring if you color your hair, so you may want to rotate usage with another of your favorites.",positive
"disappointing kid: i purchased it for a female friends birthday present! needless to day it wasnt what i thought it would be! she wanted a live performance of ""kid rock"". instead she received a video of flashing tities & a music cd with unrecognizable songs. now its sitting on my bureau collecting dust.",negative
"suprisingly good book: i purchased the book to satisfy my curiosity. i was not expecting to learn much since i've been investing for some time. i was wrong. not only is the book crammed with useful information, but it is very easy to read with abundant graphics and humor.i recommend the book to all, both beginner and experienced investor.",positive
"a west virgiania libraian: i thought this was a hilarious movie, eddie murphy plays dr. dolittle who discovers he has the ability to talk to animals.hilarity ensues.",positive
"great show, very wide: i ordered these shoes to wear for capoeira street rodas, and they seemed great but they were too wide. i was able to give them to a friend that has wider feet and she thinks they're great. i was really disappointed that they didn't fit me. although they look unisex, the width may be better for men.",positive
funny potty humor: really funny if you don't mind encouraging your child in the direction of potty humor. better when read with an english accent.,positive
"love this dvd: this is an excellent dvd. i love it because it teaches while girls can be little princesses, they can still do things for themselves. my little girl loves it and i highly recommend it!",positive
"great cd!: when you listen to this album, it will transport you back to andalucia (southern spain). i studied abroad in seville over a year ago and this band had just made thier debut and me ponga colorada was heard everywhere! the cd has a great blend of flamenco, pop music and moroccan flavor that you won't find on any other spanish cd. i cannot wait for their next album.",positive
"cheesy: i've never been a fan of katzen's cookbooks. the original recipes were drenched in cheese, cream and butter. ""ethnic"" recipes (except, perhaps, for those drawing on her own heritage) tended to be bland and inauthentic. although the newer edition promises to correct these faults, i don't find that the food is substantially different. bleah.",negative
"reality and fiction - keeps you thinking it could be true!!: koontz always gets things going, and never lets go. this is the case here. the descriptions and not ""too"" far fictional characters often keep my pondering if this type of sick character could be real some day or present day.",positive
"well-shod: this book is an execellent tool to keep on hand, if you're a hosre owner. its helpful for the time between the farrier appointments.",positive
waste of money: half of the time your a stupid taxi driver cars are really slow limitid weapons load times are slow a wery bad game,negative
a really great plastic measuring beaker: you pour stuff in; and you pour it back out again.then you clean it up for next time.and you get what you pay for.perfectly good choice.,positive
"great service,: if you haven't read any of these books to your children or grandchildren, you are missing something special. these are fun and adventurous ways to teach the alphabet.",positive
"please skip this one: this is a piece of junk - the cars are supposed to hook together and be able to be dragged along by an 00 month old. the problem with this is, the cars don't latch together (they don't click into place) - they just set one car upon another. this means that when the child tries to pull the cars, he or she just ends up pulling the front car out, dumping the winnie the pooh character on the floor, and swinging the front car in the air. the only way to get this to roll along on the floor is to pull the string along, parallel to the floor. the only child you could convince to do that would be older than 0, if not 0. and at that point, this toy is a little beneath them.terrible, stupid design. i'm glad i got it as a gift, i would have hated to have spent any money on it.",negative
"no safety seals???: i purchased this item to help ease my daughter away from her finger-sucking habit. however, when the product came, there is no safety seal on the outside box, and no safety seal on the bottle cap. as a result, i'm afraid to use the product for fear of tampering or tainting. it's shocking to me that a product aimed for finger-suckers and nail-biters, and on the box states ""an effective deterrent for adults and children"" has absolutely no safety seals to ensure the product can't be tainted or tampered with, in the long line of distribution from manufacturer to consumer!!! very disappointed.",negative
"don't buy: i have returned this item twice. their tray is not pulling out, so you have to -suck- out the water from it. it doesn't hold all types of coffee, sometimes i had water coming out from the sides, or straight into tray. and i suspect that the pressure is not sustainable because i'm getting different results - sometimes coffee is good, sometimes you just can't drink this.",negative
"scam person. do not buy: they actually only ship one pad to me, even though their title is ""ampad evidence dual pads, legal size, canary yellow, legal ruling, 000 sheets per pad, 0 pads per pack (00-000)""",negative
"don't waste your money: i agree with the other reviewer. i bought all of the books in this series and am shocked at how much of the advice has been taken from previous authors on these topics. she is copying classics like emily post and simply re-wording the text. except for the cute drawings, this series is a waste of money. if you want to know how to do things ""correctly"", read letitia baldridge's ""the new manners for the '00's"". it covers everything and is written by a woman with the education and experience to know of which she speaks! not someone who using her fashion connections to flood the magazines and talk shows with her ""discovery"" of this information.",negative
"best way to get into the series: i got this with spirit camera and i have to say that was a nice way to crash course into the series. seriously, its scary and even though you have a sister near you, its unnerving. anyway, you'll enjoy this if you are looking for a scary story to play through.",positive
"professional java 0 enterprise edition with bea weblogic server: i started working with this book hoping to get a good idea of how todeploy my applications with bea. the product was very simple toinstall and deploy, but the server won't stay up when i startaccessing the site....the book was ok, but to much hype on theserver....",negative
"piece of crap: i bought this item to use under a poodle skirt. well, it didnt do anything. i was expecting a poofier underskirt, but what i got was basically a skirt made out of tulle. it's not even slightly poofy. and when i put it under the skirt, it wasn't even even so it made my hips look all uneven and bumpy. i can't send it back, so i'm stuck with it. the stretchy part is made of some kind of crappy pseudo silk. super cheap. super unsexy. pass on this item and go with something else.",negative
"boring and inexact: the recipies in this book are plain and uninspired. they are also inexact. in the recipie for tuna noolde casarole it calls for a bag of pasta. what type of pasta? how big a bag. i put a 0 lb bag of egg noodles in and tried to put it in the recomended size container, didn't fit. the sauce is also not nearly enough for the quantity (if you use 0 lb of egg noodles).",negative
doesn't work: after i read the reviews and purchased this product. i expected to have to do the fix using an empty k-cup as recommended by others. i had even saved and prepared the empty k-cup. unfortunately it was a waste of time and money. after following directions for fix carefully. coffee was still to weak and grounds still in coffee! i would not recommend this product.,negative
"power failure and poor focusing in low light: my new dimage z0, just suffered power failure (purchased apr 00th). konincaminolta does not have local service center and according to their customer service repair volume is so high on this camera that turn around time is 0-0 weeks.you have to pay for shipping the camera, and they will send similarly by ground (add to the cost of purchasing this camera).besides this i have found that auto focus fails in low light - auto focus does not really works. manual focusing procedure is so cumbersome that it may as well not be there.i regret buying minolta, better stick with cannon a00 - better product better value. and i am long time minolta user from 000si to 000si (slr cameras).",negative
this is a horrible movie: this is one of the worst movies i have ever seen and i've seen a lot of movies. i am even a tom green fan so i went in with an open mind expecting greene's ususal antics. this movie is so unfunny i wanted to turn it off less than thirty minutes after the opening credit. don't waste an hour and a half of your life on this piece of garbage.,negative
"best gift i ever received.: my husband gave me the kindle for my birthday and it was the best gift he ever gave me (for my birthday). even better than my laptop! i have arthritis in my hands so holding books has been painful for me. the kindle is lighter and easier to hold than a book, and i am so happy to be able to read, read, read. thanks, honey, for the wonderful 00th gift you've given me for my birthday. now you all can figure out when i met my husband, and how old i am!",positive
"purchase only if you have several hours to devote to setting it up.: screws did not fit in the pre-drilled holes. luckily i had the proper sizes in my tool kit. the seat is put together, but after 0 hours i have put it aside and will tackle the steps at another time. i wish that i had gone out and purchased one that was already assembled. i am out of the money, and i still do not have a kitchen stool! it's too heavy to think about returning, and like most people, i had to totally tear up the packaging to get it out of the box. it can't be returned. so, there it sits, over in the corner! i ran out of screws that would fit the holes but i have the ones that came with the stool. maybe i will find a use for them you will get 0 screws and 00 bolts.have your 00 screws ready before you begin. save the 00 bolts for another job",negative
awesome comedy: this is one of the funniest movies i have ever seen! from beginning to end there is never a dull moment. definetly worth watching.,positive
"good good good good good: very good... not just typical big beat stuff, rather, electronic of all sorts.. much more expansive than other artists in same tech-popular genre.",positive
extremely boring: the plot moves along very slowly.pages and pages go by without much happening.a lot of repetitions also. the author would keep repeatingthe same thing over and over. she like to say thing again even though she said it earlier. (see how annoying that can get???),negative
"effective but low on features: i bought this product because i was looking for a low-cost solution to some data-loss issues. i found that it is pretty effective at retrieving many deleted files, and does a better job than many other low-cost or free programs of this type. it even allows you to preview the files before restoring them. however, i am quite disappointed by the fact that the program cannot restore the original file and folder structures, or even the original names of the files themselves, which can create a great deal of confusion when it comes to sorting the restored files. therefore, if these issues are of concern to you, i would recommend spending a bit more if necessary to buy software that provides these features.",negative
"miss pattycake is great!: my little girl who is two can't get enough of miss pattycake, and it is such a blessing to see her jump and clap and praise the lord with the songs as she watches!",positive
"only worth watching because of diane lane: diane lane is the only reason to watch this movie. as an actor, she knows how to create a meat pie out of potatoes. unfortunately, she is also the reason why this 'trip down gore lane' can pass itself off as a serious film at first glance. it is, however, just another exercise in how far a filmmaker can push the envelope on the theme of cruelty, mayhem and murder. the only favorable point i can possibly give it is that the producers did not shy away from using an actress who, thankfully, is not trying to hide her age and is accepting the cycle of life with a grace that makes her even lovelier.",negative
ugly: does the job although unsightly and has provided a sturdy base for the umbrella which is permenantly up and will not retract during evenings or breeze.,negative
"what a steal!: this budget-priced laser printer is quiet and delivers your documents most expeditiously! note to macintosh os x users: the latest driver can be downloaded from the manufacturer's website so you won't have to revert to os 0 whenever you need to print. hopefully this will save you some time and trouble, because there were no editorial comments or customer reviews before i purchased this! i selected four stars because there is a slight pause after issuing the command to print, but the pause is negligible and hardly worth mentioning.",positive
"a great book!: this is a must-have for dog owners and fanciers alike! i bought this with my birthday money, and the humorous text urged me to snatch it from the shelves. it's a book to read when in the bowels of ""dog ownwer despair"". if you love or like dogs, this is a book you need to have!",positive
"one of the first, and best girl bands: four women ahead of their time. their album, fanny hill has some of my favorite songs- ever. i like their rendition of bulldog, almost better than the beatles. 'you have a home' is one of the most beautiful songs- the message is very poignant- most single mothers can relate. listen to 'ain't that peculiar and i bet you become a fan.",positive
bad choice - drapes more dull than what is shown on website.: i got his for my son's room and i was very disappointed with my purchase. the color of the drapes was really dull and it didn't cover my window fully. also the things used to hold the drapes together didn't have a good design,negative
"not worth the big money!!!: my favorite band of the 00's but very poor sound quality makes this disc not worth the $00.00 or so i paid for it.but being a big blue cheer fan i have something that not many people own.if you don't own anything by this groundbreaking group,buy vincebus eruptum,you won't be disappointed!",negative
"audio does not work: audio does not work, have a pioneer sc00 receiver and a pioneer bdp00 blu-ray player with updated software.any advice on how to fix",negative
"miracle in maryland: the chesapeake bay area surrounding annapolis is a wonderful place to live. the author of this medical fantasy story describes local neighborhoods and live experiences with focused accuracy. there is much to learn about piloting an airplane that is revealed by the author's vast knowledge of that subject but the relevance to the whole story escaped me. perhaps, one must rise above all the details on the surface of the earth to see the whole picture and make such a seemingly simple but amazing medical discovery. the greatest asset of this book is to remind readers that helping mankind is much more important than the potential monitary reward associated with an invention or a discovery. the second most important asset of this book is the pure learning experience about historical facts from a very learned author.",positive
"inaccurate and sometimes contradictory: this book, which claims to be an introduction to the world's religions,spends 0/0 of its time discussing the development of christianity. even if the potential reader is a non-christian or a christian who seeks to rationalize christianity with reason, this book has many errors and off-the-wall remarks which are misleading. for the christian who basically holds to all the truth of the bible, you are much better off consulting other books for knowledge about the other religions of the world.",negative
"disappointed: was so disappointed when i opened the box from amazon today! i actually ordered these in 0 different colors, thinking they were actual blank book-type notebooks that i could include with gifts. thought they were special-priced on clearance. not so. the price of $0.00 is actually printed on the back, and they are really small and kind of chintzy looking. definitely not what i thought i was getting. should definitely be listed as notepads, not notebooks.",negative
"okay... but: it was an okay book i suppose. it sagged during the middle. i am in andrea's fiction writers support group, and she is not a very nice person. she puts others down, so that may have cast a shadow over it for me.",negative
"the garmen streetpilot c000: the garmin streetpilot c000 is sure one neat little invention. use it around town or on a long road trip, you will not be disappointed. no need for lengthy instructions. most people can figure out how to use it right out of the box. no set up is required. you can set it to find an address, find the name of a restaurant, or a hotel. you can ask it to find you food by category such as italian, fast, and many more choices. it will give you a list from closest to furthest away. same with lodging. it will give the phone numbers of the choices too. i am a trucker and have found it invaluable to my daily job. once in awhile it might be off by a few house numbers, but it has no problem getting you on the right street. a great buy!",positive
"important background info on this book: in 0000 ""arming america: the origins of a national gun culture"" received the prestigious bancroft prize for american history from columbia university.in october 0000 the author, michael bellesiles, resigned as a professor at emory university, after an independent panel of scholars strongly critized his research, saying that he was ""guily of unprofessional and misleading work.""in december 0000 columbia rescinded their award to bellesiles; in a statement issued by the school's trustees, they said that bellesiles' ""book had not and does not meet the standards ... established for the bancroft prize.""an online search will quickly and easily verify that the above information is true - something that sadly cannot be said of many of the ""facts"" contained in bellesiles' book.whatever your views on gun control may be, avoid ""arming america: the origins of a national gun culture"" like the plague - it has clearly and widely been discredited as bad, bad, bad history.",negative
"i really hope he retires after this weak cd.: i hope he retires for good this time because i am getting tired of looking at his ugly face and weak music.this cd is really weak and pathetic because it sounds boring just like all the rest of his albums.the music is very pop accompanied by weak beats and weak rapping.he raps about the same thing that all rappers rap about money,clothes,cars,hoes.all in all i hope he stays retired because he is one weak rapper.do not buy this garbage!!!",negative
"the product never arrived: i never got my purchase, never got a mail telling that the were returning the slides, so i think this is not a serious shop and amazon is losing points with their clients.",negative
"very good quality !: am happy with this purchase, my wife tried these on and the size and width were perfect, its amazing the amount of work that go""s into these boots, the company uses quality material and workmanship and yet charges awesome prices that makes it easy for anyone to own a pair of boots from propet, am very happy with this purchase and happy wife means happy life lol !",positive
poorly made peeelers: peelers on the market today are of a poor quality so i was happy to see a more sturdy design. i was disappointed however. it bearly peeled carrots and i tried different angles to be sure.,negative
"gift of love: this wonderful little book offers many choices for mealtime blessings that are especially appropriate to thank our provider and source for the daily bread that graces our tables. as we increase our connection to the divine spirit, one will find blessings to suit any and all occasions whether eating alone, with others, or in a restaurant. this collection of blessings is a gift of love!",positive
awesome!: this is a subject i have always been interested in. i think the book covers the struggle for the city very well. from the grewsome deaths from starvation to the breakdown of food supplies to the fighting itself.,positive
prices are too high and different colors different prices--rip off!: these items are selling for different prices--it seems like whatever popular colors are they jack up the price--what a cheat!,negative
"ugh! no mas!: where are the good writers? what was this supposed to be? if you like a contrived plot, cardboard characters, stupid dialogue, you will love this movie. alright, the scenary was wonderful, hence the two stars.",negative
"terribly boring and unfunny: i found this movie extremely dull and laughed exactly one time. the ""comedy,"" if you really want to call it that, is beyond juvenile... and not even the funny juvenile humor that makes other movies good. overused accents are very rarely funny, especially when they're so over accentuated (like in this film) that it gets to be annoying. how so many people liked this movie is beyond me, but it makes me think about how bad society is becoming.",negative
"lifesaver!: seven hours each way for thanksgiving... oh yes, love the headphones! would have been a much different trip without them.",positive
"like the pattern: pattern matches my dish set. they are durable and the lids stay on. i have washed mine in the dishasher, but not the lids. sometimes plastic warps and i want the lids to keep fitting. they stack and store nicely inside each other which is a spacesaver.",positive
"anti piracy encoding too intrusive.: i could not get the cd side of this dual disc to play in my computer, or stanard cd players including my original sony cd player from the early 0000s. the dvd side works however works flawlessly.",negative
"what if..............: sounds like a fascinating book....but what if no one ever landed on the moon? because if they did so many years ago, why have current space programmes never repeated this....and what about the radiation belt around the planet??",negative
million dollar video poker: thought this was a how to book to playing video poker. instead it was the author bragging about how good he was at the game. boring!!!!!!,negative
"captivating: this was the first koontz novel i ever read and i could not put it down. the depiction of the characters and images seen through the eyes of chris snow was incredible. as the book neared the end i found myself wishing for it not to be over. i felt like i was right there going through the ordeal myself. koontz pulled me in and has not let me go. i have read several other great books by him since, but none of them hooked me like seize the night.",positive
"terrific book!: i found this book to do just what i had hoped. it's like a syllabus from a very smart, highly organized professor, who fleshes out the subjects just enough, and lets you know where exactly to look for more. it's concise, intelligent, and informative, and it saved me a lot of time in working out an outline on the subject (i'm an art professor myself). cynthia freeland -- thank you! what clarity!",positive
"learn how to edit: the basis of the story was good, but the editing was awful. it should have been in chronological order so we didn't have to see every scene 0 times, and if they didn't have a commercial every 0 min, then maybe it wouldn't have been 0 parts. it could have been a winner.",negative
"good for beginners: it's ok if you are buying it for small kid. easy assembly, good look, kid loves it. but, this is for very small kid and may not last for 0 to 0 years for growing kid. although it has adjustable seat but not very balanced after much height. i would rather have little bigger than this one.",positive
"i want to smash this machine...: this fax machine needs a babysitter. it cannot be trusted to fax without trying to eat the pages and jam constantly. you have to stand over it, and guide the pages straight so they don't get pulled in crooked. and it is loud!! very loud!! i dream of taking this machine out to the field, pulling out a baseball bat and going all office space on it!!!!",negative
"dim and disappointing!!: what a waste of money. this is not an led light, and does not come close to the performance of an led light at half the price! guess we're paying for the name and the lifetime warranty. this one will easily last a lifetime, sitting unused in a drawer. bought it for my medical career wife (she likes purple) but it is clumsy for her to turn on, concentrate the beam, then turn off with one hand. bought her a 00-cent tear-drop shaped keychain led light on a whim and its perfect. brighter and easier to use, replaceable battery, and 0/0 the cost. i really expected more from this company, but both this light and their customer perspective are obsolete. no complaint with the quality of construction. solid aluminum and o-rings as usual. just has the minor flaw of casting a weak and scattered beam, way below the performance of modern led technology. the light is yellow and full of shadow artifacts that prevent a clean illumination. not a good buy; don't repeat my mistake!",negative
"boogie nights(region0): i have seen this movie before and i enjoyed it, that's why i ordered it, to add to my collection. i could not view this when i got it. it says invalid region code and would not play, i don't know what that means i've never had the problem before viewing a movie. i just wasted my money on this since i can't watch it.",negative
"didn't work as promised: i've been on it for a week now and i'm going to stop taking it. it does help to go softer, but i'm only going once a day now..instead of my usual 0 or 0. i took it because it promised a good cleaning out. i'm getting the opposite and this can't be good for me. i give it 0 stars because the pills are easy to swallow and i notice i sleep better at night. something in it must be causeing that. overall, i wasted my money.",negative
"did not like this at all: please do not waste your money on this. it is terrible, slow, and boring. i am extremely disappointed.",negative
"cast iron cookbook: i thought this would be a nice cookbook to have since i am new to cast iron cooking. i found i really have not used it though.i seem to just make things on my own, but there are a couple recipes i'd like to try sometime.",positive
